cell,E,W,N,S
"(98, 1)",0,0,1,1
"(99, 1)",0,0,1,1
"(100, 1)",1,0,1,0
"(1, 2)",1,1,0,0
"(2, 2)",0,1,0,1
"(3, 2)",0,0,1,1
"(4, 2)",0,1,1,0
"(5, 2)",1,1,0,0
"(6, 2)",0,1,0,1
"(7, 2)",0,1,1,0
"(8, 2)",1,0,0,1
"(9, 2)",0,0,1,1
"(10, 2)",0,0,1,1
"(11, 2)",1,0,1,0
"(12, 2)",1,0,0,1
"(13, 2)",1,0,1,0
"(14, 2)",0,1,0,1
"(15, 2)",1,0,1,0
"(16, 2)",1,1,0,0
"(17, 2)",1,1,0,0
"(18, 2)",0,0,0,1
"(19, 2)",1,0,1,1
"(20, 2)",0,0,1,0
"(21, 2)",0,1,0,1
"(22, 2)",0,0,1,1
"(23, 2)",0,0,1,1
"(24, 2)",1,1,1,0
"(25, 2)",1,0,0,0
"(26, 2)",1,0,0,1
"(27, 2)",0,1,1,0
"(28, 2)",0,0,0,1
"(29, 2)",0,1,1,1
"(30, 2)",0,0,1,1
"(31, 2)",0,1,1,0
"(32, 2)",1,0,0,1
"(33, 2)",1,0,1,0
"(34, 2)",1,1,0,0
"(35, 2)",0,1,0,1
"(36, 2)",1,0,1,0
"(37, 2)",1,0,0,0
"(38, 2)",1,1,0,0
"(39, 2)",1,1,0,0
"(40, 2)",1,0,0,1
"(41, 2)",1,0,1,0
"(42, 2)",1,1,0,0
"(43, 2)",1,1,0,0
"(44, 2)",1,0,0,1
"(45, 2)",1,0,1,0
"(46, 2)",1,1,0,0
"(47, 2)",1,1,0,0
"(48, 2)",0,1,0,1
"(49, 2)",0,0,1,1
"(50, 2)",0,1,1,0
"(51, 2)",0,1,0,1
"(52, 2)",0,1,1,0
"(53, 2)",1,0,0,1
"(54, 2)",1,0,1,0
"(55, 2)",0,1,0,1
"(56, 2)",1,0,1,1
"(57, 2)",0,1,1,0
"(58, 2)",0,1,0,1
"(59, 2)",0,1,1,1
"(60, 2)",0,0,1,0
"(61, 2)",1,0,0,1
"(62, 2)",0,1,1,0
"(63, 2)",0,0,0,1
"(64, 2)",0,1,1,1
"(65, 2)",0,1,1,0
"(66, 2)",1,0,0,1
"(67, 2)",0,1,1,0
"(68, 2)",1,1,0,0
"(69, 2)",1,0,0,1
"(70, 2)",0,1,1,0
"(71, 2)",0,1,0,0
"(72, 2)",1,1,0,0
"(73, 2)",1,0,0,1
"(74, 2)",0,0,1,1
"(75, 2)",1,0,1,0
"(76, 2)",0,1,0,1
"(77, 2)",0,1,1,0
"(78, 2)",0,0,0,1
"(79, 2)",1,0,1,1
"(80, 2)",0,0,1,1
"(81, 2)",1,0,1,0
"(82, 2)",0,1,0,1
"(83, 2)",1,0,1,0
"(84, 2)",1,0,0,1
"(85, 2)",0,0,1,1
"(86, 2)",0,1,1,1
"(87, 2)",1,0,1,0
"(88, 2)",0,1,0,1
"(89, 2)",1,0,1,0
"(90, 2)",1,1,0,0
"(91, 2)",0,1,0,1
"(92, 2)",0,0,1,1
"(93, 2)",1,0,1,0
"(94, 2)",1,0,0,1
"(95, 2)",1,0,1,0
"(96, 2)",1,1,0,0
"(97, 2)",0,0,0,1
"(98, 2)",1,0,1,0
"(99, 2)",1,0,0,1
"(100, 2)",1,1,1,0
"(1, 3)",0,1,0,1
"(2, 3)",0,0,1,1
"(3, 3)",0,0,1,1
"(4, 3)",0,0,1,1
"(5, 3)",0,1,1,0
"(6, 3)",0,0,0,1
"(7, 3)",1,0,1,0
"(8, 3)",0,1,0,1
"(9, 3)",0,0,1,1
"(10, 3)",1,0,1,0
"(11, 3)",0,1,0,1
"(12, 3)",0,1,1,0
"(13, 3)",1,1,0,1
"(14, 3)",0,0,1,0
"(15, 3)",1,1,0,0
"(16, 3)",1,1,0,0
"(17, 3)",0,1,0,1
"(18, 3)",1,0,1,0
"(19, 3)",0,1,0,1
"(20, 3)",1,0,1,1
"(21, 3)",1,0,1,0
"(22, 3)",1,0,0,1
"(23, 3)",1,0,1,0
"(24, 3)",0,1,0,1
"(25, 3)",0,1,1,0
"(26, 3)",0,1,0,1
"(27, 3)",0,0,1,1
"(28, 3)",1,0,1,0
"(29, 3)",1,0,0,1
"(30, 3)",0,0,1,1
"(31, 3)",0,0,1,1
"(32, 3)",0,1,1,0
"(33, 3)",0,1,0,1
"(34, 3)",0,1,1,0
"(35, 3)",1,0,0,1
"(36, 3)",0,1,1,0
"(37, 3)",0,1,0,1
"(38, 3)",0,1,1,1
"(39, 3)",0,1,1,0
"(40, 3)",1,1,0,0
"(41, 3)",0,1,0,0
"(42, 3)",0,1,0,1
"(43, 3)",0,1,1,0
"(44, 3)",1,1,0,0
"(45, 3)",1,1,0,0
"(46, 3)",1,1,0,0
"(47, 3)",0,1,0,1
"(48, 3)",0,0,1,1
"(49, 3)",1,0,1,0
"(50, 3)",0,0,0,1
"(51, 3)",1,0,1,0
"(52, 3)",1,0,0,1
"(53, 3)",0,1,1,0
"(54, 3)",0,1,0,1
"(55, 3)",1,0,1,0
"(56, 3)",1,1,0,0
"(57, 3)",1,0,0,1
"(58, 3)",1,0,1,0
"(59, 3)",1,0,0,0
"(60, 3)",1,0,0,1
"(61, 3)",0,1,1,0
"(62, 3)",1,0,0,1
"(63, 3)",0,0,1,1
"(64, 3)",1,0,1,0
"(65, 3)",1,0,0,0
"(66, 3)",1,1,0,0
"(67, 3)",1,0,0,0
"(68, 3)",1,1,0,0
"(69, 3)",0,1,0,1
"(70, 3)",0,0,1,1
"(71, 3)",1,0,1,0
"(72, 3)",0,1,0,1
"(73, 3)",0,1,1,0
"(74, 3)",1,0,0,0
"(75, 3)",0,1,0,1
"(76, 3)",0,0,1,1
"(77, 3)",0,0,1,1
"(78, 3)",0,0,1,1
"(79, 3)",0,1,1,0
"(80, 3)",1,0,0,1
"(81, 3)",0,1,1,0
"(82, 3)",1,0,0,0
"(83, 3)",0,1,0,1
"(84, 3)",0,1,1,0
"(85, 3)",1,0,0,1
"(86, 3)",1,0,1,0
"(87, 3)",0,1,0,1
"(88, 3)",0,0,1,0
"(89, 3)",1,1,0,0
"(90, 3)",1,1,0,0
"(91, 3)",1,0,0,1
"(92, 3)",1,0,1,1
"(93, 3)",0,1,1,0
"(94, 3)",1,1,0,0
"(95, 3)",1,1,0,0
"(96, 3)",0,1,0,1
"(97, 3)",1,0,1,0
"(98, 3)",1,1,0,0
"(99, 3)",1,1,0,0
"(100, 3)",0,1,0,0
"(1, 4)",1,0,0,1
"(2, 4)",0,0,1,1
"(3, 4)",1,0,1,1
"(4, 4)",0,0,1,1
"(5, 4)",0,0,1,1
"(6, 4)",0,0,1,1
"(7, 4)",0,1,1,1
"(8, 4)",1,0,1,0
"(9, 4)",1,0,0,0
"(10, 4)",0,1,0,1
"(11, 4)",0,0,1,1
"(12, 4)",1,0,1,0
"(13, 4)",0,1,0,1
"(14, 4)",1,0,1,0
"(15, 4)",1,1,0,0
"(16, 4)",1,1,0,1
"(17, 4)",1,0,1,0
"(18, 4)",0,1,0,1
"(19, 4)",1,0,1,0
"(20, 4)",1,1,0,0
"(21, 4)",1,1,0,0
"(22, 4)",1,1,0,0
"(23, 4)",0,1,0,1
"(24, 4)",0,0,1,1
"(25, 4)",0,0,1,1
"(26, 4)",1,0,1,0
"(27, 4)",1,0,0,1
"(28, 4)",0,1,1,0
"(29, 4)",0,1,0,1
"(30, 4)",1,0,1,0
"(31, 4)",1,0,0,1
"(32, 4)",0,0,1,1
"(33, 4)",1,0,1,1
"(34, 4)",0,0,1,0
"(35, 4)",1,1,0,0
"(36, 4)",1,0,0,1
"(37, 4)",0,0,1,1
"(38, 4)",1,0,1,0
"(39, 4)",1,0,0,1
"(40, 4)",0,1,1,1
"(41, 4)",0,0,1,1
"(42, 4)",1,0,1,1
"(43, 4)",0,0,1,1
"(44, 4)",0,1,1,0
"(45, 4)",0,1,0,0
"(46, 4)",0,1,0,1
"(47, 4)",0,0,1,1
"(48, 4)",1,0,1,0
"(49, 4)",0,1,0,1
"(50, 4)",1,0,1,0
"(51, 4)",1,1,0,0
"(52, 4)",0,1,0,1
"(53, 4)",0,0,1,1
"(54, 4)",1,0,1,0
"(55, 4)",1,1,0,0
"(56, 4)",0,1,0,1
"(57, 4)",0,1,1,0
"(58, 4)",0,1,0,1
"(59, 4)",1,1,1,0
"(60, 4)",0,1,0,1
"(61, 4)",1,0,1,0
"(62, 4)",1,1,0,1
"(63, 4)",0,0,1,0
"(64, 4)",1,1,0,0
"(65, 4)",0,1,0,1
"(66, 4)",0,1,1,1
"(67, 4)",0,1,1,0
"(68, 4)",0,1,0,1
"(69, 4)",1,0,1,1
"(70, 4)",0,0,1,0
"(71, 4)",0,1,0,1
"(72, 4)",0,0,1,1
"(73, 4)",1,0,1,1
"(74, 4)",1,1,1,0
"(75, 4)",0,0,0,1
"(76, 4)",1,0,1,0
"(77, 4)",1,0,0,1
"(78, 4)",0,0,1,1
"(79, 4)",0,0,1,1
"(80, 4)",0,1,1,0
"(81, 4)",1,0,0,0
"(82, 4)",1,1,0,1
"(83, 4)",0,0,1,0
"(84, 4)",1,0,0,1
"(85, 4)",0,1,1,0
"(86, 4)",1,1,0,1
"(87, 4)",0,0,1,1
"(88, 4)",0,0,1,1
"(89, 4)",0,1,1,0
"(90, 4)",1,1,0,1
"(91, 4)",0,1,1,0
"(92, 4)",0,1,0,0
"(93, 4)",1,0,0,1
"(94, 4)",0,1,1,0
"(95, 4)",0,1,0,1
"(96, 4)",0,0,1,1
"(97, 4)",0,1,1,0
"(98, 4)",1,1,0,0
"(99, 4)",0,1,0,1
"(100, 4)",1,0,1,0
"(1, 5)",0,1,0,1
"(2, 5)",0,0,1,0
"(3, 5)",0,1,0,1
"(4, 5)",1,0,1,1
"(5, 5)",1,0,1,0
"(6, 5)",1,0,0,1
"(7, 5)",1,0,1,0
"(8, 5)",1,1,0,1
"(9, 5)",0,1,1,1
"(10, 5)",0,0,1,0
"(11, 5)",1,0,0,1
"(12, 5)",0,1,1,1
"(13, 5)",0,0,1,0
"(14, 5)",1,1,0,0
"(15, 5)",1,1,0,0
"(16, 5)",1,1,0,0
"(17, 5)",0,1,0,1
"(18, 5)",1,0,1,0
"(19, 5)",1,1,0,0
"(20, 5)",1,1,0,0
"(21, 5)",1,1,0,0
"(22, 5)",0,1,0,1
"(23, 5)",0,0,1,1
"(24, 5)",1,0,1,0
"(25, 5)",1,0,0,1
"(26, 5)",0,1,1,1
"(27, 5)",0,1,1,0
"(28, 5)",1,0,0,1
"(29, 5)",1,0,1,0
"(30, 5)",1,1,0,0
"(31, 5)",1,1,0,0
"(32, 5)",1,0,0,1
"(33, 5)",1,1,1,0
"(34, 5)",1,0,0,1
"(35, 5)",0,1,1,0
"(36, 5)",1,1,0,1
"(37, 5)",0,0,1,0
"(38, 5)",1,1,0,0
"(39, 5)",1,1,0,0
"(40, 5)",0,0,0,1
"(41, 5)",1,0,1,0
"(42, 5)",0,1,0,1
"(43, 5)",0,0,1,1
"(44, 5)",0,0,1,1
"(45, 5)",1,0,1,1
"(46, 5)",0,0,1,0
"(47, 5)",1,0,0,1
"(48, 5)",0,1,1,0
"(49, 5)",1,0,0,1
"(50, 5)",0,1,1,1
"(51, 5)",0,1,1,1
"(52, 5)",0,0,1,1
"(53, 5)",0,0,1,0
"(54, 5)",1,1,0,0
"(55, 5)",1,1,0,0
"(56, 5)",1,0,0,1
"(57, 5)",1,0,1,0
"(58, 5)",1,0,0,0
"(59, 5)",0,1,0,1
"(60, 5)",1,0,1,0
"(61, 5)",1,1,0,0
"(62, 5)",1,1,0,0
"(63, 5)",1,0,0,1
"(64, 5)",0,1,1,0
"(65, 5)",1,0,0,1
"(66, 5)",0,0,1,1
"(67, 5)",0,0,1,1
"(68, 5)",1,0,1,0
"(69, 5)",1,1,0,0
"(70, 5)",1,0,0,1
"(71, 5)",0,0,1,1
"(72, 5)",0,0,1,1
"(73, 5)",0,1,1,0
"(74, 5)",0,1,0,1
"(75, 5)",0,0,1,1
"(76, 5)",1,1,1,0
"(77, 5)",1,1,0,0
"(78, 5)",0,0,0,1
"(79, 5)",0,0,1,1
"(80, 5)",1,0,1,1
"(81, 5)",0,1,1,1
"(82, 5)",1,1,1,0
"(83, 5)",1,0,0,1
"(84, 5)",0,1,1,0
"(85, 5)",0,0,0,1
"(86, 5)",0,1,1,0
"(87, 5)",1,0,0,1
"(88, 5)",1,0,1,0
"(89, 5)",0,0,0,1
"(90, 5)",0,1,1,0
"(91, 5)",1,0,0,1
"(92, 5)",0,0,1,1
"(93, 5)",0,1,1,0
"(94, 5)",1,0,0,1
"(95, 5)",1,0,1,1
"(96, 5)",0,0,1,1
"(97, 5)",1,0,1,0
"(98, 5)",1,1,0,1
"(99, 5)",1,0,1,0
"(100, 5)",1,1,0,0
"(1, 6)",1,0,0,1
"(2, 6)",0,0,1,1
"(3, 6)",1,0,1,0
"(4, 6)",1,1,0,0
"(5, 6)",0,1,0,1
"(6, 6)",0,1,1,0
"(7, 6)",1,1,0,0
"(8, 6)",1,1,0,0
"(9, 6)",1,0,0,1
"(10, 6)",1,0,1,0
"(11, 6)",1,1,0,0
"(12, 6)",1,0,0,0
"(13, 6)",1,0,0,1
"(14, 6)",0,1,1,0
"(15, 6)",1,1,0,0
"(16, 6)",1,1,0,0
"(17, 6)",0,0,0,1
"(18, 6)",0,1,1,0
"(19, 6)",1,1,0,0
"(20, 6)",1,1,0,0
"(21, 6)",1,1,0,0
"(22, 6)",1,0,0,1
"(23, 6)",0,0,1,0
"(24, 6)",1,1,0,0
"(25, 6)",1,1,0,1
"(26, 6)",0,0,1,0
"(27, 6)",1,0,0,1
"(28, 6)",0,1,1,0
"(29, 6)",0,1,0,1
"(30, 6)",0,1,1,0
"(31, 6)",1,1,0,0
"(32, 6)",1,1,0,0
"(33, 6)",0,1,0,0
"(34, 6)",0,1,0,1
"(35, 6)",0,0,1,1
"(36, 6)",0,1,1,0
"(37, 6)",1,0,0,1
"(38, 6)",0,1,1,0
"(39, 6)",0,1,0,1
"(40, 6)",0,0,1,1
"(41, 6)",0,1,1,1
"(42, 6)",0,0,1,1
"(43, 6)",0,0,1,1
"(44, 6)",1,0,1,0
"(45, 6)",0,1,0,1
"(46, 6)",1,0,1,0
"(47, 6)",0,1,0,1
"(48, 6)",1,0,1,0
"(49, 6)",1,1,0,0
"(50, 6)",0,0,0,1
"(51, 6)",1,0,1,0
"(52, 6)",1,0,0,1
"(53, 6)",0,0,1,1
"(54, 6)",0,1,1,0
"(55, 6)",0,1,0,1
"(56, 6)",0,1,1,0
"(57, 6)",1,1,0,0
"(58, 6)",1,1,0,1
"(59, 6)",0,0,1,1
"(60, 6)",0,1,1,0
"(61, 6)",0,1,0,1
"(62, 6)",0,1,1,0
"(63, 6)",0,1,0,1
"(64, 6)",0,0,1,1
"(65, 6)",0,1,1,0
"(66, 6)",0,0,0,1
"(67, 6)",1,0,1,0
"(68, 6)",1,1,0,0
"(69, 6)",1,1,0,0
"(70, 6)",0,1,0,1
"(71, 6)",1,0,1,0
"(72, 6)",0,0,0,1
"(73, 6)",1,0,1,1
"(74, 6)",0,0,1,0
"(75, 6)",1,0,0,1
"(76, 6)",0,1,1,0
"(77, 6)",0,1,0,1
"(78, 6)",1,0,1,0
"(79, 6)",1,0,0,1
"(80, 6)",0,1,1,0
"(81, 6)",1,0,0,0
"(82, 6)",1,1,0,0
"(83, 6)",0,1,0,1
"(84, 6)",0,0,1,1
"(85, 6)",0,0,1,1
"(86, 6)",0,0,1,1
"(87, 6)",0,1,1,0
"(88, 6)",0,1,0,1
"(89, 6)",1,0,1,0
"(90, 6)",1,0,0,1
"(91, 6)",0,1,1,0
"(92, 6)",1,0,0,0
"(93, 6)",1,0,0,1
"(94, 6)",0,1,1,0
"(95, 6)",1,1,0,0
"(96, 6)",0,0,0,1
"(97, 6)",0,1,1,1
"(98, 6)",0,1,1,0
"(99, 6)",0,1,0,0
"(100, 6)",1,1,0,0
"(1, 7)",1,1,0,0
"(2, 7)",1,0,0,1
"(3, 7)",0,1,1,0
"(4, 7)",0,1,0,1
"(5, 7)",1,0,1,0
"(6, 7)",1,0,0,0
"(7, 7)",1,1,0,0
"(8, 7)",1,1,0,0
"(9, 7)",1,1,0,0
"(10, 7)",0,1,0,1
"(11, 7)",0,1,1,0
"(12, 7)",1,1,0,0
"(13, 7)",0,1,0,1
"(14, 7)",0,0,1,1
"(15, 7)",0,1,1,0
"(16, 7)",1,1,0,0
"(17, 7)",1,0,0,1
"(18, 7)",0,0,1,1
"(19, 7)",0,1,1,0
"(20, 7)",1,1,0,0
"(21, 7)",0,1,0,1
"(22, 7)",0,1,1,0
"(23, 7)",1,0,0,1
"(24, 7)",0,1,1,0
"(25, 7)",1,1,0,0
"(26, 7)",1,0,0,1
"(27, 7)",0,1,1,0
"(28, 7)",1,0,0,1
"(29, 7)",0,0,1,1
"(30, 7)",1,0,1,0
"(31, 7)",0,1,0,0
"(32, 7)",0,1,0,1
"(33, 7)",1,0,1,1
"(34, 7)",0,0,1,1
"(35, 7)",1,0,1,0
"(36, 7)",1,0,0,0
"(37, 7)",1,1,0,0
"(38, 7)",1,0,0,1
"(39, 7)",0,0,1,1
"(40, 7)",1,0,1,1
"(41, 7)",1,0,1,0
"(42, 7)",1,0,0,1
"(43, 7)",1,0,1,0
"(44, 7)",0,1,0,1
"(45, 7)",1,0,1,0
"(46, 7)",0,1,0,1
"(47, 7)",1,0,1,0
"(48, 7)",1,1,0,0
"(49, 7)",0,1,0,1
"(50, 7)",0,0,1,1
"(51, 7)",1,1,1,0
"(52, 7)",1,1,0,0
"(53, 7)",1,0,0,1
"(54, 7)",1,0,1,0
"(55, 7)",1,0,0,1
"(56, 7)",1,0,1,0
"(57, 7)",1,1,0,0
"(58, 7)",0,1,0,1
"(59, 7)",1,0,1,0
"(60, 7)",1,0,0,1
"(61, 7)",1,0,1,0
"(62, 7)",1,0,0,1
"(63, 7)",1,0,1,1
"(64, 7)",0,0,1,1
"(65, 7)",0,0,1,1
"(66, 7)",0,0,1,1
"(67, 7)",1,1,1,0
"(68, 7)",0,1,0,1
"(69, 7)",0,1,1,0
"(70, 7)",1,0,0,1
"(71, 7)",0,1,1,0
"(72, 7)",1,0,0,1
"(73, 7)",0,1,1,0
"(74, 7)",1,0,0,1
"(75, 7)",0,1,1,0
"(76, 7)",1,0,0,1
"(77, 7)",1,0,1,0
"(78, 7)",1,1,0,0
"(79, 7)",1,1,0,1
"(80, 7)",1,0,1,0
"(81, 7)",1,1,0,0
"(82, 7)",0,1,0,1
"(83, 7)",0,0,1,1
"(84, 7)",0,0,1,1
"(85, 7)",1,0,1,0
"(86, 7)",0,0,0,1
"(87, 7)",1,0,1,0
"(88, 7)",1,0,0,1
"(89, 7)",1,1,1,0
"(90, 7)",0,1,0,1
"(91, 7)",1,0,1,0
"(92, 7)",0,1,0,1
"(93, 7)",0,1,1,1
"(94, 7)",0,0,1,0
"(95, 7)",1,1,0,0
"(96, 7)",1,0,0,1
"(97, 7)",1,0,1,0
"(98, 7)",1,0,0,1
"(99, 7)",0,0,1,1
"(100, 7)",1,1,1,0
"(1, 8)",1,1,0,0
"(2, 8)",1,1,0,0
"(3, 8)",1,0,0,1
"(4, 8)",1,0,1,0
"(5, 8)",0,1,0,1
"(6, 8)",1,1,1,0
"(7, 8)",1,1,0,0
"(8, 8)",0,1,0,0
"(9, 8)",1,1,0,0
"(10, 8)",1,0,0,1
"(11, 8)",0,0,1,0
"(12, 8)",1,1,0,1
"(13, 8)",1,0,1,0
"(14, 8)",1,0,0,1
"(15, 8)",1,0,1,1
"(16, 8)",0,1,1,0
"(17, 8)",0,1,0,1
"(18, 8)",1,0,1,0
"(19, 8)",1,0,0,1
"(20, 8)",0,1,1,1
"(21, 8)",0,0,1,1
"(22, 8)",1,0,1,0
"(23, 8)",1,1,0,0
"(24, 8)",0,0,0,1
"(25, 8)",0,1,1,0
"(26, 8)",1,1,0,0
"(27, 8)",1,0,0,1
"(28, 8)",0,1,1,0
"(29, 8)",1,0,0,0
"(30, 8)",1,1,0,1
"(31, 8)",0,0,1,1
"(32, 8)",0,0,1,1
"(33, 8)",0,1,1,0
"(34, 8)",0,0,0,1
"(35, 8)",0,1,1,1
"(36, 8)",1,1,1,0
"(37, 8)",1,1,0,0
"(38, 8)",1,1,0,0
"(39, 8)",1,0,0,1
"(40, 8)",0,1,1,0
"(41, 8)",0,1,0,1
"(42, 8)",0,1,1,0
"(43, 8)",1,1,0,0
"(44, 8)",1,0,0,1
"(45, 8)",0,1,1,0
"(46, 8)",1,0,0,0
"(47, 8)",1,1,0,0
"(48, 8)",1,1,0,0
"(49, 8)",1,0,0,1
"(50, 8)",0,0,1,0
"(51, 8)",1,1,0,0
"(52, 8)",1,1,0,0
"(53, 8)",0,1,0,0
"(54, 8)",0,1,0,1
"(55, 8)",0,1,1,0
"(56, 8)",1,1,0,0
"(57, 8)",1,1,0,0
"(58, 8)",0,0,0,1
"(59, 8)",0,1,1,1
"(60, 8)",0,1,1,0
"(61, 8)",1,1,0,0
"(62, 8)",0,1,0,0
"(63, 8)",1,1,0,0
"(64, 8)",0,0,0,1
"(65, 8)",1,0,1,1
"(66, 8)",0,0,1,0
"(67, 8)",0,1,0,1
"(68, 8)",1,0,1,1
"(69, 8)",0,0,1,0
"(70, 8)",1,1,0,0
"(71, 8)",1,0,0,0
"(72, 8)",1,1,0,1
"(73, 8)",1,0,1,0
"(74, 8)",1,1,0,0
"(75, 8)",0,0,0,1
"(76, 8)",1,1,1,0
"(77, 8)",1,1,0,0
"(78, 8)",1,1,0,0
"(79, 8)",0,1,0,0
"(80, 8)",1,1,0,0
"(81, 8)",1,1,0,1
"(82, 8)",0,0,1,1
"(83, 8)",0,0,1,1
"(84, 8)",1,0,1,0
"(85, 8)",1,1,0,0
"(86, 8)",1,0,0,1
"(87, 8)",1,1,1,0
"(88, 8)",1,1,0,0
"(89, 8)",1,1,0,0
"(90, 8)",1,0,0,0
"(91, 8)",0,1,0,1
"(92, 8)",0,0,1,1
"(93, 8)",0,0,1,1
"(94, 8)",1,0,1,0
"(95, 8)",1,1,0,0
"(96, 8)",1,1,0,0
"(97, 8)",0,1,0,1
"(98, 8)",0,1,1,0
"(99, 8)",1,0,0,0
"(100, 8)",1,1,0,0
"(1, 9)",1,1,0,0
"(2, 9)",0,1,0,1
"(3, 9)",0,1,1,0
"(4, 9)",0,1,0,1
"(5, 9)",1,0,1,0
"(6, 9)",1,1,0,0
"(7, 9)",1,1,0,0
"(8, 9)",1,0,0,1
"(9, 9)",0,1,1,0
"(10, 9)",1,1,0,1
"(11, 9)",0,0,1,1
"(12, 9)",0,1,1,0
"(13, 9)",0,1,0,1
"(14, 9)",0,1,1,0
"(15, 9)",0,1,0,1
"(16, 9)",0,0,1,1
"(17, 9)",0,0,1,1
"(18, 9)",0,1,1,0
"(19, 9)",1,1,0,0
"(20, 9)",1,0,0,1
"(21, 9)",1,0,1,0
"(22, 9)",1,1,0,0
"(23, 9)",0,1,0,1
"(24, 9)",0,0,1,1
"(25, 9)",0,0,1,1
"(26, 9)",0,1,1,0
"(27, 9)",1,1,0,0
"(28, 9)",1,0,0,1
"(29, 9)",0,1,1,1
"(30, 9)",0,1,1,0
"(31, 9)",1,0,0,1
"(32, 9)",0,0,1,1
"(33, 9)",0,0,1,1
"(34, 9)",0,0,1,1
"(35, 9)",1,0,1,0
"(36, 9)",1,1,0,0
"(37, 9)",1,1,0,0
"(38, 9)",1,1,0,0
"(39, 9)",0,1,0,1
"(40, 9)",0,0,1,1
"(41, 9)",1,0,1,0
"(42, 9)",0,0,0,1
"(43, 9)",0,1,1,0
"(44, 9)",0,1,0,1
"(45, 9)",1,0,1,0
"(46, 9)",1,1,0,0
"(47, 9)",1,1,0,0
"(48, 9)",1,1,0,0
"(49, 9)",1,1,0,1
"(50, 9)",0,0,1,1
"(51, 9)",0,1,1,0
"(52, 9)",0,1,0,1
"(53, 9)",1,0,1,0
"(54, 9)",1,0,0,1
"(55, 9)",1,0,1,0
"(56, 9)",1,1,0,0
"(57, 9)",0,1,0,1
"(58, 9)",0,0,1,1
"(59, 9)",0,0,1,1
"(60, 9)",1,0,1,0
"(61, 9)",0,1,0,1
"(62, 9)",1,0,1,0
"(63, 9)",0,1,0,1
"(64, 9)",1,0,1,0
"(65, 9)",0,1,0,1
"(66, 9)",0,0,1,1
"(67, 9)",0,0,1,1
"(68, 9)",0,1,1,0
"(69, 9)",1,0,0,1
"(70, 9)",1,1,1,0
"(71, 9)",0,1,0,1
"(72, 9)",0,1,1,0
"(73, 9)",0,1,0,1
