  cell  ,E,W,N,S
"(42, 7)",0,0,1,1
"(43, 7)",0,0,1,1
"(44, 7)",0,0,1,1
"(45, 7)",1,0,1,0
"(46, 7)",1,0,0,1
"(47, 7)",0,1,1,0
"(48, 7)",1,1,0,0
"(49, 7)",0,1,0,1
"(50, 7)",1,0,1,0
"(51, 7)",1,0,0,1
"(52, 7)",1,0,1,0
"(53, 7)",0,1,0,1
"(54, 7)",1,0,1,0
"(55, 7)",1,1,0,0
"(56, 7)",1,0,0,1
"(57, 7)",0,0,1,1
"(58, 7)",0,0,1,1
"(59, 7)",0,1,1,0
"(60, 7)",1,0,0,1
"(61, 7)",1,0,1,0
"(62, 7)",1,1,0,0
"(63, 7)",0,1,0,1
"(64, 7)",0,0,1,1
"(65, 7)",1,0,1,0
"(66, 7)",0,1,0,0
"(67, 7)",1,1,0,0
"(68, 7)",0,1,0,1
"(69, 7)",1,1,1,0
"(70, 7)",1,1,0,0
"(71, 7)",0,1,0,0
"(72, 7)",0,1,0,1
"(73, 7)",1,0,1,0
"(74, 7)",1,1,0,0
"(75, 7)",0,0,0,1
"(76, 7)",1,0,1,0
"(77, 7)",0,1,0,1
"(78, 7)",0,0,1,1
"(79, 7)",0,0,1,1
"(80, 7)",1,0,1,0
"(81, 7)",1,0,0,1
"(82, 7)",0,1,1,0
"(83, 7)",0,1,0,0
"(84, 7)",0,1,0,1
"(85, 7)",0,0,1,1
"(86, 7)",1,1,1,0
"(87, 7)",1,1,0,0
"(88, 7)",1,1,0,0
"(89, 7)",1,1,0,0
"(90, 7)",1,1,0,0
"(91, 7)",0,0,0,1
"(92, 7)",0,0,1,1
"(93, 7)",0,1,1,0
"(94, 7)",0,1,0,1
"(95, 7)",1,1,1,0
"(96, 7)",0,1,0,1
"(97, 7)",1,0,1,1
"(98, 7)",0,0,1,0
"(99, 7)",1,0,0,1
"(100, 7)",1,1,1,0
"(1, 8)",1,1,0,0
"(2, 8)",1,1,0,0
"(3, 8)",0,1,0,0
"(4, 8)",1,1,0,0
"(5, 8)",0,1,0,0
"(6, 8)",1,0,0,1
"(7, 8)",1,0,1,0
"(8, 8)",0,1,0,0
"(9, 8)",1,0,0,1
"(10, 8)",0,1,1,0
"(11, 8)",0,1,0,1
"(12, 8)",0,0,1,1
"(13, 8)",1,0,1,0
"(14, 8)",0,1,0,1
"(15, 8)",1,0,1,0
"(16, 8)",0,1,0,1
"(17, 8)",1,0,1,0
"(18, 8)",1,1,0,0
"(19, 8)",1,0,0,1
"(20, 8)",0,0,1,1
"(21, 8)",1,0,1,1
"(22, 8)",0,1,1,0
"(23, 8)",0,1,0,1
"(24, 8)",0,0,1,1
"(25, 8)",0,1,1,0
"(26, 8)",1,0,0,0
"(27, 8)",1,0,0,1
"(28, 8)",0,0,1,1
"(29, 8)",0,1,1,0
"(30, 8)",0,0,0,1
"(31, 8)",1,0,1,0
"(32, 8)",1,1,0,0
"(33, 8)",1,1,0,1
"(34, 8)",0,1,1,0
"(35, 8)",1,1,0,0
"(36, 8)",1,0,0,0
"(37, 8)",1,1,0,0
"(38, 8)",0,1,0,1
"(39, 8)",0,1,1,1
"(40, 8)",0,1,1,0
"(41, 8)",1,1,0,0
"(42, 8)",1,0,0,1
"(43, 8)",0,0,1,1
"(44, 8)",0,0,1,1
"(45, 8)",1,1,1,0
"(46, 8)",1,1,0,0
"(47, 8)",0,0,0,1
"(48, 8)",0,1,1,1
"(49, 8)",1,0,1,0
"(50, 8)",0,1,0,1
"(51, 8)",0,1,1,0
"(52, 8)",1,1,0,0
"(53, 8)",1,0,0,1
"(54, 8)",0,1,1,0
"(55, 8)",0,1,0,1
"(56, 8)",0,1,1,1
"(57, 8)",0,0,1,1
"(58, 8)",1,0,1,0
"(59, 8)",1,0,0,0
"(60, 8)",1,1,0,0
"(61, 8)",0,1,0,1
"(62, 8)",1,1,1,0
"(63, 8)",0,0,0,1
"(64, 8)",1,0,1,0
"(65, 8)",0,1,0,1
"(66, 8)",1,0,1,0
"(67, 8)",1,1,0,0
"(68, 8)",1,0,0,1
"(69, 8)",0,1,1,0
"(70, 8)",0,1,0,1
"(71, 8)",0,0,1,1
"(72, 8)",0,0,1,1
"(73, 8)",0,1,1,0
"(74, 8)",0,1,0,1
"(75, 8)",1,0,1,0
"(76, 8)",0,1,0,1
"(77, 8)",1,0,1,1
"(78, 8)",0,0,1,1
"(79, 8)",1,0,1,0
"(80, 8)",1,1,0,0
"(81, 8)",1,1,0,1
"(82, 8)",1,0,1,0
"(83, 8)",1,0,0,1
"(84, 8)",0,0,1,1
"(85, 8)",0,0,1,1
"(86, 8)",0,1,1,0
"(87, 8)",0,1,0,1
"(88, 8)",1,1,1,0
"(89, 8)",1,1,0,0
"(90, 8)",1,1,0,0
"(91, 8)",1,0,0,1
"(92, 8)",0,0,1,1
"(93, 8)",0,0,1,1
"(94, 8)",0,0,1,1
"(95, 8)",1,1,1,0
"(96, 8)",1,0,0,1
"(97, 8)",0,1,1,0
"(98, 8)",1,0,0,1
"(99, 8)",0,1,1,0
"(100, 8)",1,1,0,0
"(1, 9)",0,1,0,0
"(2, 9)",0,1,0,1
"(3, 9)",1,0,1,0
"(4, 9)",0,1,0,1
"(5, 9)",1,0,1,0
"(6, 9)",1,1,0,0
"(7, 9)",0,1,0,1
"(8, 9)",0,0,1,1
"(9, 9)",0,1,1,0
"(10, 9)",0,0,0,1
"(11, 9)",1,0,1,1
"(12, 9)",1,0,1,0
"(13, 9)",1,1,0,0
"(14, 9)",1,0,0,1
"(15, 9)",0,1,1,0
"(16, 9)",1,0,0,1
"(17, 9)",0,1,1,0
"(18, 9)",1,1,0,0
"(19, 9)",1,1,0,0
"(20, 9)",1,0,0,1
"(21, 9)",0,1,1,0
"(22, 9)",0,0,0,1
"(23, 9)",0,0,1,1
"(24, 9)",1,0,1,1
"(25, 9)",0,0,1,1
"(26, 9)",0,1,1,0
"(27, 9)",1,1,0,0
"(28, 9)",0,0,0,1
"(29, 9)",1,0,1,1
"(30, 9)",0,0,1,1
"(31, 9)",1,1,1,0
"(32, 9)",0,1,0,1
"(33, 9)",0,1,1,0
"(34, 9)",1,0,0,1
"(35, 9)",0,1,1,0
"(36, 9)",1,1,0,0
"(37, 9)",0,1,0,1
"(38, 9)",0,0,1,1
"(39, 9)",0,0,1,1
"(40, 9)",1,0,1,0
"(41, 9)",1,1,0,0
"(42, 9)",0,1,0,0
"(43, 9)",1,0,0,1
"(44, 9)",1,0,1,0
"(45, 9)",0,1,0,1
"(46, 9)",0,1,1,0
"(47, 9)",1,0,0,1
"(48, 9)",1,0,1,0
"(49, 9)",0,1,0,1
"(50, 9)",1,0,1,1
"(51, 9)",0,0,1,1
"(52, 9)",0,1,1,0
"(53, 9)",0,1,0,1
"(54, 9)",1,0,1,0
"(55, 9)",1,0,0,1
"(56, 9)",0,0,1,1
"(57, 9)",1,0,1,0
"(58, 9)",0,1,0,1
"(59, 9)",1,1,1,0
"(60, 9)",0,1,0,1
"(61, 9)",1,0,1,0
"(62, 9)",1,1,0,0
"(63, 9)",1,0,0,1
"(64, 9)",0,1,1,1
"(65, 9)",0,0,1,0
"(66, 9)",1,1,0,0
"(67, 9)",0,1,0,1
"(68, 9)",0,1,1,1
"(69, 9)",0,0,1,1
"(70, 9)",1,0,1,0
"(71, 9)",1,0,0,1
"(72, 9)",0,0,1,1
"(73, 9)",1,0,1,0
